2020/05/17,16:03:22	1589699002	36000	447	320	185	32375	36624	54111	53538
2020/05/17,17:03:22	1589702602	35999	394	320	170	32578	36196	53676	53872
2020/05/17,18:03:22	1589706202	36000	431	314	173	32453	36424	53566	53864
2020/05/17,19:03:22	1589709802	35999	452	365	163	32276	37005	53379	54113
2020/05/17,20:03:22	1589713402	36000	417	325	168	32329	36294	53639	54101
2020/05/17,21:03:22	1589717002	35999	448	283	182	32585	36507	53282	53916
2020/05/17,22:03:22	1589720602	36000	478	329	145	32661	36513	53810	54449
2020/05/17,23:03:22	1589724202	35999	421	328	168	32276	36642	52965	54300
2020/05/18,00:03:22	1589727802	36000	472	287	168	32736	36334	53742	54197
2020/05/18,01:03:22	1589731402	35999	456	311	144	32521	36555	53784	54532
2020/05/18,02:03:22	1589735002	36000	444	343	163	32382	36027	53763	54334
2020/05/18,03:03:22	1589738602	35999	444	296	163	32345	36455	53773	54772
2020/05/18,04:03:22	1589742202	36000	455	348	177	32689	36557	53538	54700
2020/05/18,05:03:22	1589745802	35999	432	323	190	32501	36195	53772	55114
2020/05/18,06:03:22	1589749402	36000	422	336	179	32579	36649	53576	55327
2020/05/18,07:03:22	1589753002	35999	475	352	182	32789	36523	53957	54914
2020/05/18,08:03:22	1589756602	36000	443	315	165	32492	36505	54008	55526
2020/05/18,09:03:22	1589790202	31
