299.78,1.65449,.0363084
300.99,1.64681,.1093
302.2,1.64836,.0851488
303.42,1.64912,.0660236
304.63,1.649,.0646337
305.85,1.64762,.0695321
307.06,1.64695,.0790028
308.27,1.64686,.0680653
309.49,1.64604,.0805193
310.7,1.64589,.060013
311.92,1.64539,.070179
313.14,1.64468,.0752896
314.36,1.64503,.0605699
315.58,1.64392,.0809023
316.81,1.64348,.0618073
318.03,1.64311,.0604422
319.25,1.64285,.0618216
320.47,1.64229,.0614036
321.69,1.64173,.0553697
322.92,1.64076,.0610416
324.14,1.64041,.0716367
325.36,1.63993,.0632825
326.58,1.63897,.0678429
327.81,1.63844,.0742205
329.03,1.63762,.0738654
330.25,1.63719,.074624
331.47,1.63716,.0663057
332.7,1.63698,.0603291
333.92,1.63641,.0647985
335.14,1.63595,.0558046
336.36,1.63492,.070664
337.59,1.63441,.0649785
338.81,1.63451,.0563859
340.03,1.63357,.0664311
341.25,1.63298,.0670943
342.48,1.63317,.0583077
343.7,1.63287,.0489886
344.92,1.63234,.0470402
346.14,1.63094,.06619
347.37,1.6309,.0554747
348.59,1.63063,.0534716
349.81,1.62989,.0585786
351.03,1.6288,.0668912
352.26,1.62882,.0628913
353.48,1.62848,.0558892
354.7,1.62804,.0569289
355.92,1.62758,.05536
357.14,1.62742,.0474712
358.37,1.627,.0543944
359.59,1.62648,.0550598
360.81,1.62604,.0554181
362.03,1.62531,.0582266
363.26,1.62497,.0563119
364.48,1.62458,.0549913
365.71,1.6241,.0567151
366.93,1.62394,.0558612
368.16,1.62329,.0567715
369.39,1.62332,.0506476
370.62,1.62265,.053676
371.85,1.62225,.0582544
373.07,1.62196,.0563612
374.3,1.62155,.0578236
375.53,1.62146,.0538227
376.76,1.62081,.0583122
377.98,1.62053,.0561497
379.21,1.62044,.0539022
380.44,1.6201,.0547518
381.67,1.61958,.0572555
382.9,1.61941,.054304
384.12,1.61899,.0522951
385.35,1.61889,.0499522
386.58,1.61829,.0554131
387.81,1.61799,.0558314
389.03,1.61785,.0535161
390.26,1.61736,.0559358
391.49,1.61718,.0521188
392.72,1.6171,.0516032
393.95,1.61674,.0522653
395.17,1.61625,.0555149
396.4,1.61603,.0554989
397.63,1.61587,.0534809
398.86,1.61574,.051715
400.08,1.61526,.0559716
401.31,1.6151,.0536063
402.54,1.61485,.0525067
403.77,1.61443,.0570067
405,1.61392,.0639446
406.22,1.61384,.061084
407.45,1.61384,.05715
408.68,1.61377,.0529805
409.91,1.61363,.0503992
411.14,1.61323,.0559349
412.36,1.61308,.052843
413.59,1.61285,.0537657
414.82,1.61274,.0514834
416.05,1.61235,.0564384
417.27,1.61217,.0533896
418.5,1.61195,.0563883
419.73,1.6119,.0520552
420.96,1.61149,.0549759
422.19,1.61132,.0530836
423.41,1.61114,.0540962
424.64,1.61088,.0537317
425.87,1.6107,.0545751
427.1,1.61053,.0521336
428.32,1.61028,.0545088
429.55,1.61001,.0560628
430.78,1.60995,.0529803
432.01,1.60974,.0528088
433.24,1.60949,.0542519
434.46,1.6089,.0651329
435.69,1.60819,.0773721
436.93,1.60728,.0828844
438.17,1.60644,.0830509
439.4,1.60644,.0826804
440.64,1.60628,.081513
441.88,1.60613,.0779536
443.11,1.60594,.0776431
444.35,1.60562,.0800546
445.59,1.60572,.0765764
446.83,1.60557,.0764479
448.06,1.60527,.0846704
449.3,1.6024,.113792
450.54,1.59934,.132593
451.78,1.59855,.136421
453.01,1.60174,.115439
454.25,1.60394,.0971725
455.49,1.60397,.0860204
456.73,1.60379,.0917643
457.96,1.60317,.0987466
459.2,1.60284,.0999865
460.44,1.60221,.102466
461.68,1.59976,.120074
462.91,1.59721,.134634
464.15,1.59703,.134378
465.39,1.59699,.133324
466.62,1.5937,.159579
467.86,1.59003,.186646
469.1,1.58905,.190156
470.34,1.59344,.154668
471.57,1.59816,.122087
472.81,1.59936,.113871
474.05,1.60119,.0984979
475.29,1.60249,.0716019
476.52,1.6037,.0544775
477.76,1.6035,.0569158
479,1.60328,.0559575
480.24,1.60325,.0559302
481.47,1.60322,.0537825
482.71,1.60291,.0584535
483.95,1.60288,.0555553
485.19,1.60252,.0610972
486.42,1.60228,.0623611
487.66,1.60208,.0646268
488.9,1.60171,.0681681
490.13,1.60175,.0660112
491.37,1.60169,.0642437
492.61,1.60178,.0607121
493.85,1.60174,.0597132
495.08,1.60145,.060786
496.32,1.60138,.0599726
497.56,1.60128,.0602828
498.8,1.60114,.0599238
500.03,1.60102,.0577662
501.27,1.60095,.0581554
502.51,1.60084,.0586314
503.75,1.60088,.0554569
504.98,1.60073,.056833
506.22,1.60068,.0539132
507.46,1.60041,.0560757
508.7,1.60031,.0564115
509.93,1.60031,.0538797
511.17,1.60014,.0560673
512.41,1.60008,.0519445
513.64,1.59988,.053967
514.88,1.59982,.0536024
516.12,1.59962,.0542883
517.36,1.59956,.053411
518.59,1.5995,.053718
519.83,1.59927,.0533808
521.07,1.59917,.053698
522.31,1.59921,.0492097
523.54,1.59917,.0495453
524.78,1.59924,.0500192
526.02,1.59887,.053121
527.26,1.59838,.0573058
528.49,1.59797,.0613164
529.73,1.59757,.0646479
530.97,1.59726,.0673001
532.21,1.5969,.0689707
533.44,1.59639,.0720815
534.68,1.59595,.0748515
535.92,1.59576,.0786007
537.15,1.59567,.0808251
538.39,1.59531,.0860949
539.63,1.59517,.0906471
540.87,1.5944,.10558
542.1,1.59353,.118526
543.34,1.59242,.128696
544.58,1.59179,.133064
545.82,1.592,.129359
547.06,1.59252,.121752
548.31,1.59313,.112785
549.55,1.5934,.107324
550.8,1.59323,.107508
552.04,1.59333,.104333
553.29,1.59327,.103387
554.54,1.59341,.100769
555.78,1.59354,.0977964
557.03,1.59359,.0967666
558.27,1.59362,.0947893
559.52,1.59392,.0918663
560.76,1.59407,.0889161
562.01,1.59403,.088155
563.25,1.59398,.0849839
564.5,1.59379,.0834663
565.75,1.59383,.0811658
566.99,1.59364,.0815644
568.24,1.59358,.0787163
569.48,1.59351,.0774315
570.73,1.59345,.0753122
571.97,1.59326,.0765233
573.22,1.59352,.0733849
574.47,1.59367,.0700184
575.71,1.59382,.06923
576.96,1.59376,.0704735
578.21,1.59393,.0684599
579.46,1.59387,.0693519
580.71,1.59408,.0674556
581.96,1.5941,.0667373
583.21,1.59405,.0678549
584.45,1.59421,.0632167
585.7,1.59409,.065588
586.95,1.59392,.0665189
588.2,1.59372,.0672123
589.45,1.5937,.0660716
590.7,1.59374,.064406
591.95,1.59373,.064291
593.2,1.5937,.0626266
594.45,1.59363,.0601375
595.7,1.59358,.0590952
596.95,1.59358,.0575138
598.2,1.5935,.0575453
599.45,1.59334,.0577626
600.7,1.5932,.0598128
601.95,1.5931,.0597135
603.2,1.59305,.0592339
604.45,1.59307,.0576801
605.7,1.59287,.05878
606.95,1.59277,.0584845
608.2,1.59256,.0608322
609.45,1.59161,.0790863
610.7,1.59073,.0908681
611.95,1.59005,.0994102
613.2,1.59039,.0933022
614.45,1.591,.082075
615.7,1.59135,.0755505
616.95,1.59149,.0703946
618.2,1.59144,.0699789
619.45,1.5914,.0693997
