620.7,1.59129,.0689852
621.95,1.59117,.0700363
623.2,1.59137,.066154
624.45,1.59131,.0654201
625.7,1.59111,.0674134
626.95,1.59135,.061148
628.2,1.59096,.0658241
629.45,1.59099,.0662927
630.7,1.591,.0621498
631.95,1.59085,.0650946
633.2,1.59088,.0614821
634.45,1.59099,.0589521
635.69,1.59104,.0564997
636.94,1.59083,.0596271
638.19,1.59091,.0561009
639.44,1.59091,.0550573
640.69,1.59075,.0579253
641.94,1.59063,.0575648
643.19,1.5905,.057472
644.44,1.59029,.060027
645.69,1.59042,.0573745
646.94,1.59038,.0550395
648.19,1.59028,.0584228
649.44,1.59019,.0584502
650.69,1.59,.0610794
651.94,1.58995,.059281
653.19,1.58998,.0580249
654.44,1.59,.0575499
655.69,1.58996,.0581171
656.94,1.59016,.052665
658.19,1.58971,.0560651
659.44,1.58962,.0603628
660.69,1.58952,.060291
661.94,1.58953,.0592793
663.19,1.58957,.0570714
664.44,1.58961,.055988
665.69,1.58938,.0567204
666.94,1.58916,.0579708
668.19,1.58935,.0584352
669.44,1.58912,.0579264
670.69,1.58925,.0557935
671.94,1.58876,.0603744
673.19,1.58894,.0582999
674.44,1.58886,.0581857
675.69,1.5889,.0544258
676.94,1.58863,.0607985
678.19,1.58876,.0549246
679.44,1.58877,.0560201
680.69,1.5887,.0535431
681.94,1.5883,.0591277
683.19,1.5884,.0568268
684.44,1.58829,.0570406
685.69,1.58837,.0530457
686.93,1.58809,.0573097
688.18,1.58804,.0591039
689.43,1.58782,.0604957
690.68,1.58782,.0589165
691.93,1.58787,.0584689
693.18,1.58782,.0578549
694.43,1.58775,.0558843
695.68,1.58775,.0539571
696.93,1.5874,.0617896
698.18,1.58741,.0614352
699.43,1.58752,.0572835
700.68,1.5874,.0579188
701.93,1.58719,.0572503
703.18,1.58686,.063927
704.43,1.58696,.0597015
705.68,1.58656,.0695087
706.93,1.58662,.0650113
708.18,1.58646,.0673499
709.43,1.58673,.0611786
710.68,1.5865,.0635323
711.93,1.58641,.0639895
713.18,1.58627,.0618635
714.43,1.58629,.0644121
715.68,1.58633,.0620692
716.93,1.58608,.062957
718.18,1.58618,.0618955
719.43,1.58621,.0605986
720.68,1.58596,.0625015
721.93,1.58618,.0570905
723.18,1.58574,.0624706
724.43,1.58571,.0643278
725.68,1.58565,.058275
726.93,1.58544,.0679171
728.18,1.58552,.0590002
729.43,1.58524,.0650419
730.68,1.58523,.0613409
731.93,1.58533,.0615414
733.18,1.58525,.0593562
734.43,1.58507,.0603649
735.68,1.58501,.0645408
736.93,1.58473,.0655312
738.17,1.58486,.0638355
739.42,1.58472,.0627524
740.67,1.58477,.0604646
741.92,1.58449,.0646934
743.17,1.58442,.0651708
744.42,1.58438,.0643634
745.67,1.58439,.0603336
746.92,1.58434,.062845
748.17,1.58383,.0708463
749.42,1.58383,.0692981
750.68,1.58385,.06579
751.95,1.58362,.0680354
753.21,1.5838,.0647661
754.47,1.58375,.0627742
755.73,1.58381,.0628205
756.99,1.58333,.0671727
758.25,1.58356,.0655048
759.52,1.58335,.0661538
760.78,1.58336,.0668838
762.04,1.58319,.066571
763.3,1.58328,.062151
764.56,1.58307,.0658894
765.83,1.58305,.066983
767.09,1.58294,.0656254
768.35,1.58294,.0655964
769.61,1.58294,.0655682
770.87,1.58276,.0708172
772.13,1.58294,.0635856
773.4,1.58273,.0674408
774.66,1.58238,.0717501
775.92,1.58265,.0662347
777.18,1.58263,.0682659
778.44,1.5823,.0701565
779.7,1.58222,.072024
780.97,1.58221,.0734025
782.23,1.5823,.0680082
783.49,1.58213,.068702
784.75,1.58189,.071172
786.01,1.58229,.06597
787.27,1.58172,.0719517
788.54,1.582,.068808
789.8,1.58189,.0668311
791.06,1.58197,.0641836
792.32,1.58177,.067259
793.58,1.58183,.0662509
794.84,1.58161,.0668951
796.11,1.58134,.0717845
797.37,1.58139,.0662046
798.63,1.58125,.0697547
799.89,1.58144,.0658396
801.15,1.58124,.0666433
